Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
8,1463,1,1043,129268,34213,3,59.82,0,0,3
8,3212,1,1423,218387,1242,4,30.56,0,0,4
9,1936,1,1057,4289086,3631,2,32.7,0,0,2
3,1245,1,1235,83443,1242,4,30.56,0,0,4
8,1366,1,2024,1718831,43064,1,8.15,0,0,1
6,2024,1,1003,450920,1182,9,125.46,0,0,9
4,2054,1,2826,1394454,43066,1,9.63,0,0,1
4,1153,1,1201,435575,1242,2,15.28,0,0,2
6,1420,1,1213,1201853,43204,2,15.28,0,0,2
4,2077,4,6605,45801,37058,20,151.6,0,0,20
3,1220,1,1234,4204703,1160,1,18.86,0,0,1
8,24669,1,1151,185084,43204,2,15.28,0,0,2
7,2034,1,1280,1347668,1250,2,15.28,0,0,2
6,1672,4,6617,26673,1145,21,482.16,0,0,21
7,1427,1,1208,2077524,43206,6,27,0,0,6
9,3217,1,1111,440189,35651,31,232.5,0,0,31
3,23669,1,2839,4697815,30549,3,16.14,0,0,3
8,1336,1,1162,1128727,1250,2,15.28,0,0,2
8,1220,1,2113,316974,36747,4,46.12,0,0,4
7,1119,1,1251,922426,1284,5,15.1,0,0,5
7,1232,1,1014,4161848,3631,1,16.35,0,0,1
3,4040,1,1201,4539674,41843,8,54.88,0,0,8
8,1350,1,1223,4488712,1109,2,30.02,0,0,2
7,1113,1,1212,18239,1278,6,27,0,0,6
9,2233,1,6501,149727,40217,2,17.96,0,0,2
9,2237,1,4506,1716653,2233,1,19.94,0,0,1
3,1384,1,1012,374418,1146,10,213.9,0,0,10
4,1945,1,4156,257835,43069,4,29.64,0,0,4
8,2229,4,6601,4461333,1064,2,32.94,0,0,2
7,2055,1,1259,949189,1125,5,48,0,0,5
5,1223,1,1050,167683,32802,2,23.82,0,0,2
8,1459,1,1214,2359602,46876,11,98.12,0,0,11
7,1620,1,1129,7840945,1216,30,251.4,0,0,30
5,2230,1,1206,2432898,1109,1,15.01,0,0,1
3,1470,1,1061,175182,35571,8,171.12,0,0,8
5,1912,1,1220,1238611,1250,12,91.68,0,0,12
4,1331,1,2105,805023,30572,1,6.25,0,0,1
8,2034,1,2181,720833,35305,1,6.25,0,0,1
6,2012,1,1212,670901,1242,2,15.28,0,0,2
6,1117,1,1042,64261,1150,2,27.92,0,0,2
4,1213,1,1206,4562723,1278,2,9,0,0,2
3,1963,4,6606,2002848,1242,5,38.5,0,0,5
7,1130,1,1418,631014,1232,1,18.24,2,36.48,0
3,1534,1,2101,1865628,30551,4,21.52,0,0,4
5,2242,1,2904,349169,30548,2,10.76,0,0,2
5,22362,1,1158,458407,1278,10,45,0,0,10
5,1340,1,1252,4311836,1250,2,15.28,0,0,2
8,25759,1,5516,4162607,37570,4,37.4,0,0,4
6,1936,1,2011,214987,43065,2,13.52,0,0,2
9,1338,1,2102,199198,40930,5,30.75,0,0,5
4,4051,1,1111,7923381,43203,10,76.4,0,0,10
9,1944,11,3902,148675,1146,15,320.85,0,0,15
9,2034,1,1620,249153,37574,1,9.35,0,0,1
4,2012,1,1060,2287,31392,1,22.22,0,0,1
5,1311,1,1062,881333,34983,3,28.8,3,28.8,0
3,2629,1,1264,250626,1242,2,15.28,0,0,2
3,1340,1,1251,698183,1125,2,19.2,0,0,2
5,1123,1,1613,4103142,47124,1,10.48,0,0,1
5,1438,11,3906,2351989,43187,2,42.78,0,0,2
9,2012,1,1219,2273653,2233,1,19.94,0,0,1
6,1117,1,1619,2277975,4259,2,25.18,0,0,2
6,1310,4,6606,2398016,630,2,34.44,0,0,2
3,1130,1,4409,629013,43285,15,79.2,0,0,15
8,22414,1,1014,264317,1182,10,139.4,0,0,10
5,1312,1,1220,2253925,2425,25,112.5,0,0,25
6,1137,1,1475,1261890,1238,1,9.83,0,0,1
4,1616,1,1042,151414,2233,1,19.94,0,0,1
3,1227,1,1110,8687,1284,13,39.26,0,0,13
8,1340,1,2170,543114,35305,10,62.5,0,0,10
4,4010,1,5506,182152,30749,8,153.6,0,0,8
7,1472,4,4707,8318442,36275,6,29.4,0,0,6
6,2220,1,1121,1130417,1242,4,33.32,0,0,4
9,1620,1,1247,318531,34868,15,45.3,0,0,15
4,1585,4,6623,4496464,32393,28,100.8,0,0,28
8,2644,1,2836,1086199,37058,6,45,0,0,6
8,2057,1,4451,206243,43274,2,10.38,0,0,2
3,1474,4,4902,189108,43174,3,51.06,0,0,3
8,1126,1,1031,1383325,3144,1,21.32,0,0,1
4,1963,1,2105,2394434,30549,3,16.14,0,0,3
9,1150,4,1854,2050091,42090,1,15.1,0,0,1
9,1334,1,1007,1062087,1146,2,42.78,0,0,2
4,1310,1,1066,91690,1109,3,45.03,0,0,3
7,1629,1,2114,2387635,35309,5,31.25,0,0,5
6,1330,1,1053,202027,2233,10,199.4,0,0,10
8,1636,1,1218,4258181,1278,20,90,0,0,20
7,2213,1,1250,1023186,1125,3,28.8,0,0,3
3,1656,1,1213,4383848,1278,5,22.5,0,0,5
6,1340,1,2064,2236254,1134,5,72,0,0,5
7,2032,1,1254,245449,1064,1,16.67,0,0,1
9,1419,1,4413,1847984,31471,3,29.97,0,0,3
5,1220,1,1003,1120616,3631,8,130.8,0,0,8
6,2036,1,2820,4724703,30532,4,31.12,0,0,4
9,3214,1,2150,4406310,35309,4,25,0,0,4
8,1137,1,1461,474604,1278,7,31.5,0,0,7
5,1334,1,1202,1795044,1309,4,27.04,0,0,4
7,1315,1,1284,4294458,1284,7,21.14,0,0,7
8,2234,1,1241,4545086,1278,30,158.4,0,0,30
7,1911,1,1284,2272410,1146,3,64.17,0,0,3
4,1121,1,1404,1795586,1309,4,27.04,0,0,4
8,1315,1,2865,1558164,43285,3,15.84,0,0,3
4,1622,1,1151,1793449,35651,5,37.5,0,0,5
9,4041,1,2861,2230986,37577,2,18.7,0,0,2
3,2213,1,2901,465265,32934,5,35.2,0,0,5
3,1934,8,3403,2384654,47124,42,440.16,0,0,42
6,1586,2,1576,890242,43027,16,306.56,0,0,16
8,2044,1,1110,249499,1232,3,54.72,0,0,3
9,4051,1,1209,1234727,43207,31,93.62,0,0,31
8,1130,1,1015,2470986,1146,1,21.39,0,0,1
9,1310,1,2802,2213737,43066,1,9.63,0,0,1
5,3221,1,1607,412895,328,2,16.3,0,0,2
7,1585,4,6623,4496464,43069,44,405.68,0,0,44
4,25759,1,1226,1414717,35651,2,15,0,0,2
9,4051,1,2106,8307613,30569,6,42.24,0,0,6
3,1427,1,1004,2203902,34213,1,19.94,0,0,1
3,1955,1,1228,904592,1232,3,54.72,0,0,3
8,1112,1,1612,4641217,45143,80,60,0,0,80
6,1556,1,1253,413116,43197,1,9.07,0,0,1
7,1955,1,2855,573626,43065,4,27.04,0,0,4
8,1143,6,3215,4493786,37360,8,50,0,0,8
7,2653,1,2122,4310222,35305,5,31.25,0,0,5
5,1336,1,2006,6086526,43316,2,16.3,0,0,2
9,1366,1,1057,4207024,2233,8,159.52,0,0,8
8,1629,1,2027,175541,43084,2,16.3,0,0,2
6,2653,1,1032,211480,1146,3,64.17,0,0,3
9,23899,1,1227,442545,1278,7,31.5,0,0,7
6,1419,1,1195,4500214,43206,20,90,0,0,20
9,1614,1,1239,4495566,1125,9,86.4,0,0,9
3,1332,1,1103,1099721,2425,15,67.5,0,0,15
5,1223,1,4464,393474,37058,7,52.5,0,0,7
6,1140,1,1243,4355224,972,1,18.98,0,0,1
5,4037,1,2106,2172591,43058,4,37.4,0,0,4
5,2012,1,1054,2465232,3144,2,42.64,0,0,2
5,1614,1,1118,874915,1232,1,18.24,0,0,1
4,2653,1,1138,1851676,1232,2,36.48,0,0,2
8,2653,1,1151,215189,1240,3,25.14,0,0,3
7,1616,1,1039,901623,1160,2,37.72,0,0,2
6,1237,1,1277,4361070,34868,24,72.48,0,0,24
9,2072,1,1151,4528947,2425,24,108,0,0,24
6,2211,1,2809,470162,3894,2,18.7,0,0,2
8,1633,1,1007,242124,1109,1,15.01,0,0,1
7,1124,1,4434,1985630,43285,20,105.6,0,0,20
4,2022,1,1103,585000,1250,2,15.28,0,0,2
6,22560,1,2820,4184352,31309,6,37.5,0,0,6
6,1620,1,1121,2324382,1278,6,27,0,0,6
7,1239,1,1029,1016482,1150,2,27.92,0,0,2
5,1555,1,5012,650027,32815,30,224.1,0,0,30
9,1212,1,1626,1460929,45143,40,30,0,0,40
3,2644,1,2104,1598381,30575,15,93.75,0,0,15
3,1338,1,1104,198527,41938,2,19.82,0,0,2
8,1335,11,3908,1014011,1700,4,56,0,0,4
6,1698,1,1105,719707,1250,8,61.12,0,0,8
8,2011,4,6626,4671423,43285,15,75.6,0,0,15
8,1333,1,1132,1692269,1216,1,8.38,0,0,1
9,2034,1,2891,4679870,36301,1,6.15,0,0,1
7,22090,1,1101,331737,31423,5,53.45,0,0,5
8,1968,1,1213,628379,46109,2,44.42,0,0,2
8,2023,1,1211,2381913,41938,4,39.64,0,0,4
5,2015,1,1219,3342503,1278,15,67.5,0,0,15
6,2015,1,4516,628556,1278,2,9,0,0,2
6,1220,1,1421,314209,35651,5,37.5,0,0,5
8,1127,1,1425,889798,1220,4,30.56,0,0,4
3,1223,1,1420,2014252,1278,5,22.5,0,0,5
3,1311,1,1069,2405940,1146,10,213.9,0,0,10
6,2012,1,1161,4162455,1309,2,13.52,0,0,2
5,1968,1,2010,1240483,46228,10,59.3,0,0,10
8,2653,1,2009,215762,43068,6,23.04,0,0,6
9,1220,1,2108,413785,31507,3,18.75,0,0,3
8,1611,1,1254,2411971,41938,2,19.82,0,0,2
7,1615,1,2104,323317,40930,4,24.6,0,0,4
5,1116,1,2821,2466972,43084,1,8.15,0,0,1
9,1120,1,4408,173313,43316,2,16.3,0,0,2
7,2044,1,1007,4556075,46772,20,178.4,0,0,20
8,1615,1,4406,1899195,37581,2,18.7,0,0,2
7,1697,1,4456,2121202,31471,3,29.97,0,0,3
3,1617,1,1222,1669009,48417,15,63.9,0,0,15
6,2218,1,2810,1578986,3894,4,40,0,0,4
8,1217,1,1142,683362,972,4,75.92,0,0,4
3,2012,1,1162,1433523,41938,3,29.73,0,0,3
6,1456,4,4901,186075,43178,5,64,0,0,5
8,1336,1,1069,558130,3631,1,16.35,0,0,1
5,1445,1,1222,770943,43206,11,49.5,0,0,11
7,1346,1,1253,4502299,43203,22,168.08,0,0,22
5,1631,1,1133,280211,41938,6,59.46,0,0,6
6,4041,1,1269,7901852,2425,8,36,0,0,8
3,2013,1,2103,2465506,31310,5,31.25,0,0,5
4,1153,1,1604,282418,37187,3,22.23,0,0,3
5,1995,11,7706,52806,43196,2,18.14,0,0,2
4,1315,1,1292,4359525,1125,2,19.2,0,0,2
4,2239,1,4403,4334261,35452,4,17.76,0,0,4
5,1261,4,6615,2421987,40450,6,110.4,0,0,6
6,1346,1,2102,409038,30549,11,59.18,0,0,11
9,1555,1,1129,579113,32394,8,30.24,0,0,8
7,2644,1,1232,1066096,1232,1,18.24,0,0,1
3,23669,1,1220,4477976,34868,14,42.28,0,0,14
8,3225,4,6603,1423143,1160,3,57.78,0,0,3
4,1218,1,1214,428009,35651,20,150,0,0,20
3,2029,1,1026,4568752,1182,13,181.22,0,0,13
6,1635,1,1015,1398527,1109,15,225.15,0,0,15
4,1384,1,1013,376346,1182,9,125.46,0,0,9
6,24049,1,2902,640891,3894,10,93.5,0,0,10
8,1954,1,1204,1586031,2425,1,4.5,0,0,1
3,1212,1,1019,174762,3144,2,42.64,1,21.32,1
3,1330,1,1157,1417877,2425,20,90,0,0,20
4,1337,1,1121,2098274,35651,6,45,0,0,6
3,2211,1,4103,465623,5328,3,24.45,0,0,3
8,2239,1,4501,4666203,37427,4,27.44,0,0,4
5,1245,1,1018,268084,1109,1,15.01,0,0,1
6,1615,1,1220,318167,41938,1,9.91,0,0,1
7,1351,1,2047,574474,32303,1,6,0,0,1
4,1438,11,3904,2101865,43069,1,7.41,0,0,1
3,3219,1,1651,856262,31717,0,0,1,6,0
7,1245,1,1222,4570774,1240,3,25.14,0,0,3
5,4010,1,2103,209404,31507,10,62.5,0,0,10
6,1127,1,2155,350034,31507,2,12.5,0,0,2
3,1137,1,2125,259999,30549,3,16.14,0,0,3
7,1622,1,2859,525651,35309,4,25,0,0,4
4,1351,1,1278,1007862,1216,2,16.76,0,0,2
3,1312,1,1106,3202334,1687,1,18.98,0,0,1
7,3213,1,1025,39235,48077,3,42.78,0,0,3
6,1556,1,1102,964982,43201,3,31.77,0,0,3
5,1347,1,1271,1584325,1232,1,18.24,0,0,1
6,2071,1,4502,2341448,31310,3,18.75,0,0,3
6,4037,1,1203,454847,32311,5,40,0,0,5
6,1224,1,1615,440499,2505,5,37.6,0,0,5
5,1218,1,1210,2180833,1284,15,45.3,0,0,15
9,2242,1,2901,2406024,30531,4,31.12,0,0,4
7,2043,1,1156,245218,32819,4,35.56,1,8.89,3
3,1222,1,1421,2165239,1240,3,25.14,0,0,3
6,1224,1,1607,2069762,303,8,36.32,0,0,8
8,2015,1,1226,1344848,1284,8,24.16,0,0,8
5,1227,1,1612,8248,30415,4,30,0,0,4
9,1616,1,4407,1924073,37569,10,93.5,0,0,10
4,1212,1,1433,4501843,1250,7,53.48,0,0,7
3,1123,1,1225,2232661,41938,2,19.82,0,0,2
8,1459,1,1212,2194855,43209,2,13.52,0,0,2
7,2262,4,4905,2104270,41938,9,91.89,0,0,9
3,2214,1,2103,2241763,32939,1,7.78,0,0,1
5,1237,1,1101,1961791,31423,1,10.69,0,0,1
7,1117,1,1450,60726,1278,75,337.5,0,0,75
8,1967,1,1117,1158795,46125,2,37.96,0,0,2
3,1124,1,1061,1776711,2233,8,159.52,0,0,8
6,1120,1,1607,370929,35452,3,13.32,0,0,3
5,1672,4,6601,819529,5000,32,161.28,0,0,32
8,1620,1,1123,298487,1220,4,30.56,0,0,4
9,2037,1,1101,265401,2425,30,135,0,0,30
5,1431,1,1123,2175455,43204,2,15.28,0,0,2
4,1534,1,2115,818331,30531,3,23.34,0,0,3
8,2235,1,1204,2362647,1232,1,18.24,0,0,1
5,1912,1,2019,1767499,43285,10,52.8,0,0,10
6,1123,1,1617,1624583,328,3,24.45,0,0,3
8,1470,1,1047,1886336,35571,2,42.78,0,0,2
8,2013,1,1210,1372257,1278,9,40.5,0,0,9
8,2020,1,2866,250965,32873,3,18.75,0,0,3
6,1451,1,1261,1018258,43200,1,18.24,0,0,1
7,2012,1,1222,2217954,1284,15,45.3,0,0,15
3,1445,1,2821,7790487,30575,4,25,0,0,4
9,1310,1,1074,103270,1146,4,85.56,0,0,4
5,1122,1,1050,601383,31184,3,49.98,0,0,3
7,1462,1,1002,125397,35571,6,128.34,0,0,6
5,1340,1,1070,1614434,1109,2,30.02,0,0,2
3,1963,1,1103,619793,35651,4,30,0,0,4
4,1113,1,1405,2459802,35651,15,112.5,0,0,15
7,1616,1,1222,308259,31690,3,44.37,0,0,3
9,1351,1,2137,571841,30549,1,5.38,0,0,1
3,1557,4,6613,1256156,43338,11,240.68,0,0,11
3,1955,1,1234,135098,1232,3,54.72,0,0,3
5,1533,1,2151,1421578,31310,4,25,0,0,4
7,1123,1,2102,1152297,37361,4,25,0,0,4
4,1310,1,1176,98916,1216,2,16.76,0,0,2
9,1347,1,4501,4700037,2425,11,49.5,0,0,11
6,4010,1,1252,2012881,43202,3,25.14,0,0,3
7,2653,1,1242,1307747,41938,2,19.82,0,0,2
7,1419,1,1285,175177,34215,1,15.01,0,0,1
6,1462,1,1213,1370561,43169,2,37.96,0,0,2
9,2030,1,2865,4711424,36301,1,6.15,0,0,1
3,1227,1,1235,1499931,1250,3,22.92,0,0,3
4,1633,1,1108,1320871,1064,2,33.34,0,0,2
7,2016,1,1327,4383907,1064,2,33.34,0,0,2
6,1117,1,1043,58880,31392,1,22.22,1,22.22,0
8,1631,1,1033,1838562,1129,2,35.2,1,17.6,1
5,2016,1,1169,1586149,4259,2,25.18,0,0,2
4,1130,1,1021,2118014,1125,2,19.2,0,0,2
3,1347,1,1273,136637,1238,3,29.49,0,0,3
9,4017,4,4910,10827,43198,7,53.9,0,0,7
4,1378,1,8003,755708,1250,2,15.28,0,0,2
4,1212,1,1421,1272180,1278,3,13.5,0,0,3
6,1315,1,1252,98812,1146,3,64.17,0,0,3
8,1126,1,1202,4214672,32802,1,11.91,0,0,1
6,1217,1,2130,82853,30552,3,16.14,0,0,3
3,1117,1,1055,324318,1150,2,27.92,0,0,2
7,1366,1,1157,1457071,3270,1,10.47,0,0,1
4,1952,1,2012,130969,43069,2,14.82,0,0,2
4,1427,1,1207,842177,43207,32,96.64,0,0,32
4,1616,1,4535,4699369,31506,2,12.5,0,0,2
9,1227,1,1111,75823,1278,10,45,0,0,10
7,4051,1,1219,2296812,43207,7,21.14,0,0,7
3,1336,1,2105,553411,31471,3,29.97,0,0,3
9,1387,1,1122,410159,41843,12,82.32,0,0,12
7,1623,1,6514,318572,4245,4,41.92,0,0,4
6,1311,1,2127,110283,30532,5,38.9,0,0,5
6,1451,4,4951,711074,43118,21,214.41,0,0,21
4,1614,1,4505,2488607,4280,3,18,0,0,3
7,3223,7,3349,26444,32393,14,42.28,0,0,14
3,1335,1,1053,4486242,3631,3,49.05,0,0,3
3,2216,1,1154,4289199,1240,3,25.14,0,0,3
8,1462,1,1110,766840,43220,1,18.98,0,0,1
6,1120,1,1076,1902825,1150,6,83.76,0,0,6
9,1123,1,1460,1440288,41843,4,27.44,0,0,4
6,1656,1,2822,402718,30575,5,31.25,0,0,5
9,2213,1,1102,466064,1242,3,22.92,0,0,3
5,4051,1,2010,2043776,44371,4,30.36,2,15.18,2
3,1137,1,1063,226815,3631,2,32.7,0,0,2
4,1137,1,1470,230064,32819,3,26.67,0,0,3
5,2030,1,1152,4604056,35651,6,45,0,0,6
6,2036,1,1255,983708,1309,8,54.08,0,0,8
6,1427,1,1205,4454526,36711,2,15,0,0,2
3,1635,1,1012,3011188,1109,3,45.03,0,0,3
9,2014,1,1225,4405830,35651,1,7.5,0,0,1
3,1118,1,1441,2410639,1216,2,16.76,0,0,2
4,3223,7,3350,1793070,3894,2,18.7,0,0,2
4,2214,1,900,4712164,1129,31,545.6,0,0,31
8,2078,4,6615,4701903,1144,2,37.72,0,0,2
7,1310,1,1179,8056896,41938,2,19.82,0,0,2
8,1340,1,5003,256397,3718,2,18,4,36,0
6,2031,1,1159,260977,1284,6,18.12,0,0,6
8,1333,1,2125,44919,35305,21,131.25,0,0,21
8,1617,1,2811,2053671,35309,2,12.5,0,0,2
7,2060,1,1110,4512764,1064,2,33.34,0,0,2
8,1625,1,1258,422277,41938,4,39.64,0,0,4
9,3216,1,1662,2013441,4270,3,25.14,0,0,3
9,2036,1,1245,1551260,1242,10,76.4,0,0,10
5,1635,1,4450,1585730,31467,2,19.98,0,0,2
9,1612,1,1037,489901,2233,3,59.82,0,0,3
8,2054,1,1249,372707,1240,2,16.76,0,0,2
4,1629,1,1108,86066,1242,13,99.32,0,0,13
4,1351,1,1286,1119346,3631,1,16.35,0,0,1
6,1591,4,6656,9503591,693,8,80.88,0,0,8
3,1121,1,2104,801045,36749,1,11.53,0,0,1
7,1366,1,2025,564836,45111,2,17.96,0,0,2
3,22362,1,1241,7782040,31423,2,21.38,0,0,2
9,3213,1,1412,4319131,972,4,75.92,0,0,4
8,1117,1,1280,59016,1238,2,19.66,0,0,2
6,1311,1,1067,104078,1146,14,299.46,0,0,14
9,2057,1,1251,2112252,1064,2,33.34,0,0,2
3,4079,5,3008,653378,43075,237,1535.76,0,0,237
6,1337,1,2116,930931,32940,7,54.46,0,0,7
7,1112,1,1603,331304,35144,12,246,0,0,12
9,2017,1,1079,131010,32322,6,48,0,0,6
5,1120,1,1472,173694,1240,4,33.52,0,0,4
7,1914,1,1105,97266,1309,5,33.8,0,0,5
3,1347,1,1271,417929,1150,3,41.88,0,0,3
7,24669,1,1203,487895,34213,14,279.16,0,0,14
7,1387,1,1122,1094880,1250,2,15.28,0,0,2
5,24669,1,2813,442466,43307,2,10.56,0,0,2
8,1140,1,1410,4364023,1230,1,16.67,0,0,1
3,4010,1,2202,4515819,32934,2,14.08,0,0,2
9,1470,1,2107,1587338,37361,8,50,0,0,8
4,1552,1,2806,469942,43064,1,8.89,0,0,1
3,1311,1,2114,4364146,30552,2,10.76,0,0,2
4,1127,1,2150,1507477,43033,2,12.3,0,0,2
5,1955,1,2860,798903,36610,40,30.8,0,0,40
3,1337,1,2113,2114523,31514,2,19.98,0,0,2
6,2235,1,1204,2099960,1240,5,41.9,0,0,5
7,2276,1,2901,1135850,3894,4,37.4,0,0,4
9,22090,1,1004,90438,1125,2,19.2,0,0,2
6,1679,7,5704,4478327,48419,4,16.24,0,0,4
5,1245,1,2817,965514,43067,1,9.63,0,0,1
3,1431,1,2826,631711,43307,6,31.68,0,0,6
8,22362,1,1158,107576,1232,1,18.24,0,0,1
9,2057,1,2866,480692,43285,8,42.24,0,0,8
6,2055,1,5055,196968,31717,5,30,0,0,5
9,1945,1,1159,254139,35651,7,52.5,0,0,7
8,1279,8,3418,41250,8864,117,5709.6,0,0,117
9,1220,1,1246,4457838,1232,4,72.96,0,0,4
8,1123,1,1216,1453691,972,2,37.96,0,0,2
9,1112,1,1416,327474,3270,1,10.47,0,0,1
6,2012,1,2810,1220907,36747,2,23.06,0,0,2
5,1384,1,2003,174827,37058,8,60,0,0,8
9,2059,11,3919,1570439,2233,20,398.8,0,0,20
8,1127,1,4445,562104,35516,2,10.92,0,0,2
4,1459,1,1113,988352,43203,3,22.92,0,0,3
7,2034,1,4480,151301,43064,2,16.3,0,0,2
3,1227,1,1110,77903,1240,3,25.14,0,0,3
5,1697,1,1267,1418892,1220,4,30.56,0,0,4
6,1120,1,1624,4552497,35141,2,41,0,0,2
3,23899,1,1020,4284712,1129,1,17.6,0,0,1
8,1359,11,3956,2066734,42792,4,92,0,0,4
9,2653,1,1129,1858646,1064,1,16.67,0,0,1
4,1311,1,1251,99322,1212,2,16.76,0,0,2
5,1118,1,1443,4550391,35651,5,37.5,0,0,5
5,1955,1,2857,1880622,32940,2,15.56,0,0,2
4,1955,1,4130,1629398,43274,3,15.57,0,0,3
8,1441,1,1139,1414386,43206,20,90,0,0,20
9,2013,1,1233,1402753,48417,1,4.58,0,0,1
8,1120,1,4414,4426649,32846,5,27.3,0,0,5
8,2018,1,1204,1152214,1278,5,22.5,0,0,5
5,1219,1,4421,1567253,48893,3,22.23,0,0,3
5,1914,1,1110,96898,1250,3,22.92,0,0,3
8,1222,1,1030,35541,73,1,21.32,0,0,1
4,1622,1,1253,224363,1284,16,48.32,0,0,16
6,1439,1,1604,4445306,32303,5,30,0,0,5
4,1315,1,2056,8281113,43274,1,5.19,0,0,1
3,1633,1,1103,4384374,1309,1,6.76,4,27.04,0
9,1626,1,4409,2502500,43084,6,48.9,0,0,6
8,4035,2,1814,145661,43202,12,105.6,2,17.6,10
3,25699,1,1007,160404,43188,4,59.04,0,0,4
5,1123,1,1011,1836888,73,2,42.64,0,0,2
4,1117,1,1044,57675,1160,2,37.72,0,0,2
8,1351,1,1277,850870,1238,1,9.83,0,0,1
6,1121,1,1419,379348,1278,10,45,0,0,10
7,1656,1,1223,1770115,35651,3,22.5,0,0,3
7,1224,1,1601,589313,328,1,8.15,0,0,1
9,1215,1,1414,1224066,1284,26,78.52,0,0,26
7,4040,1,1020,9703437,46876,4,35.68,0,0,4
5,4017,4,4803,1682105,30195,1,15.9,0,0,1
7,1279,7,3904,980308,40931,10,61.5,0,0,10
3,3211,1,1414,423237,35651,2,15,0,0,2
3,1351,1,2153,118520,31467,4,39.96,0,0,4
5,4046,1,2036,116517,43307,18,95.04,0,0,18
9,1420,1,5507,13990,32303,3,18,0,0,3
7,1224,1,1601,72439,4280,16,96,0,0,16
8,2242,1,1002,227779,3631,2,32.7,0,0,2
7,1616,1,1220,674838,972,5,94.9,0,0,5
4,1310,1,1173,157232,1232,3,54.72,0,0,3
9,2019,1,2105,294248,37361,3,18.75,0,0,3
9,1945,1,2156,2246532,36304,2,12.3,0,0,2
4,1340,1,1158,55699,1250,3,22.92,0,0,3
8,1310,1,1056,104487,1182,1,13.94,0,0,1
6,1628,1,2154,7831380,31471,2,19.98,0,0,2
8,2213,1,4111,4640907,43316,5,40.75,0,0,5
5,4010,1,2001,454789,37058,9,67.5,0,0,9
6,1217,1,1232,4614158,1064,4,66.68,0,0,4
4,1117,1,1603,1173321,31031,2,18,0,0,2
8,1119,1,1264,4599219,1242,4,30.56,0,0,4
7,1683,7,5706,4710205,202,15,614.25,0,0,15
4,4041,1,1257,1769774,1232,1,18.24,0,0,1
5,3223,7,3346,17584,1240,4,33.52,0,0,4
3,1441,1,4453,1336530,35456,5,22.7,0,0,5
3,1366,1,1251,4301570,1232,1,18.24,0,0,1
6,1469,11,3904,28771,43350,87,2673.35,0,0,87
6,1218,1,1606,4209088,303,8,36.32,0,0,8
7,1613,1,1032,4715784,3631,2,32.7,0,0,2
7,1462,1,1003,125300,34264,1,18.86,0,0,1
4,1472,4,4903,1976626,43251,4,47.64,0,0,4
8,1419,1,2117,2387202,32940,4,31.12,0,0,4
4,1911,1,1274,1035567,1216,3,25.14,0,0,3
4,1220,1,4402,415328,43285,8,42.24,0,0,8
8,2032,1,2860,4597998,35309,4,25,0,0,4
8,1338,1,1211,476955,2425,46,207,0,0,46
8,2644,1,2832,387875,40886,6,34.56,0,0,6
4,1340,1,2151,251455,31507,7,43.75,0,0,7
9,1215,1,4402,1270428,43285,20,105.6,0,0,20
6,1555,1,2037,174470,43307,6,35.58,0,0,6
9,1596,4,6654,2487087,43200,4,75,0,0,4
9,2235,1,1205,754775,1212,1,8.38,0,0,1
7,1140,1,1239,695421,1238,9,88.47,0,0,9
5,1218,1,1210,1228087,1284,2,6.04,0,0,2
8,1628,1,1272,2386642,1240,1,8.38,0,0,1
3,1602,1,1211,4441326,1242,1,7.64,0,0,1
5,1153,1,1414,2275997,1278,21,94.5,0,0,21
9,1111,1,1632,73543,37187,5,37.05,0,0,5
8,1945,1,1279,515820,2233,1,19.94,0,0,1
3,1315,1,1282,346000,2425,15,67.5,0,0,15
9,2034,1,1149,1336023,972,2,37.96,0,0,2
3,3213,1,1408,81131,31423,3,32.07,0,0,3
6,1380,2,1646,644574,34865,342,6963.12,0,0,342
3,1683,7,5714,4335958,31309,16,100,0,0,16
8,1344,1,1014,2214833,43181,2,32,0,0,2
6,1351,1,1253,566795,1146,1,21.39,0,0,1
6,2037,1,2804,266378,30572,15,93.75,0,0,15
9,2218,1,1203,1871801,1150,2,29.52,0,0,2
8,4051,1,5004,124144,37569,3,28.05,0,0,3
8,22090,1,5101,1669988,5337,48,444.96,0,0,48
5,2012,1,1213,433495,1242,4,30.56,0,0,4
7,3214,1,1620,4243959,9217,3,27,3,27,0
4,1117,1,1076,423321,2665,7,112,0,0,7
6,1112,1,1418,643687,1284,13,39.26,0,0,13
7,2016,1,1313,4399360,1064,1,16.67,0,0,1
4,1119,1,1476,438926,1242,7,53.48,0,0,7
6,2015,1,4513,4340024,1278,9,40.5,0,0,9
3,1632,1,1101,996612,1216,2,16.76,0,0,2
3,2012,1,1163,4535374,1064,1,16.67,0,0,1
9,1217,1,1143,4104264,1309,2,13.52,0,0,2
6,1473,4,4901,119873,43203,15,115.5,0,0,15
8,1150,4,6607,4243086,1309,5,33.6,0,0,5
5,1118,1,1040,418599,3631,2,32.7,0,0,2
6,2032,1,2053,4331211,43147,8,36.32,0,0,8
6,1219,1,1116,325310,972,2,37.96,0,0,2
6,2019,1,1231,4310786,1240,2,16.76,0,0,2
8,2055,1,1066,8213903,2233,3,59.82,0,0,3
6,1371,4,6611,617382,1232,33,618.75,0,0,33
